# Profils DoG le long des V2 extremes
# V2 #1 : centre x=365.98, mediane=1.037, MAD=2.407, seuil=145.667
# Positions predites (33) : 363.3,751.8,1140.3,1528.8,1917.3,2305.8,2694.3,3082.8,3471.3,3859.8,4248.3,4636.8,5025.3,5413.8,5802.3,6190.8,6579.3,6967.8,7356.3,7744.8,8133.3,8521.8,8910.3,9298.8,9687.3,10075.8,10464.3,10852.8,11241.3,11629.8,12018.3,12406.8,12795.3,13183.8,13572.3
# V2 #2 : centre x=781.08, mediane=1.002, MAD=2.584, seuil=151.167
# Positions predites (33) : 363.8,752.3,1140.7,1529.2,1917.7,2306.2,2694.7,3083.1,3471.6,3860.1,4248.6,4637.1,5025.5,5414.0,5802.5,6191.0,6579.5,6967.9,7356.4,7744.9,8133.4,8521.9,8910.3,9298.8,9687.3,10075.8,10464.3,10852.7,11241.2,11629.7,12018.2,12406.7,12795.1,13183.6,13572.1
# V2 #3 : centre x=1195.01, mediane=1.035, MAD=2.750, seuil=142.833
# Positions predites (33) : 365.2,753.7,1142.1,1530.6,1919.0,2307.5,2695.9,3084.4,3472.8,3861.3,4249.7,4638.2,5026.6,5415.1,5803.6,6192.0,6580.5,6968.9,7357.4,7745.8,8134.3,8522.7,8911.2,9299.6,9688.1,10076.5,10465.0,10853.4,11241.9,11630.3,12018.8,12407.3,12795.7,13184.2,13572.6
# V2 #22 : centre x=9049.26, mediane=0.875, MAD=3.618, seuil=112.333
# Positions predites (33) : 347.0,737.8,1128.7,1519.6,1910.4,2301.3,2692.2,3083.0,3473.9,3864.8,4255.6,4646.5,5037.4,5428.2,5819.1,6210.0,6600.8,6991.7,7382.6,7773.4,8164.3,8555.2,8946.0,9336.9,9727.8,10118.6,10509.5,10900.4,11291.2,11682.1,12073.0,12463.8,12854.7,13245.6,13636.4
# V2 #23 : centre x=9455.52, mediane=0.901, MAD=3.908, seuil=144.333
# Positions predites (33) : 661.0,1046.6,1432.2,1817.9,2203.5,2589.1,2974.7,3360.4,3746.0,4131.6,4517.2,4902.8,5288.5,5674.1,6059.7,6445.3,6830.9,7216.6,7602.2,7987.8,8373.4,8759.1,9144.7,9530.3,9915.9,10301.5,10687.2,11072.8,11458.4,11844.0,12229.6,12615.3,13000.9,13386.5,13772.1
# y,v1,v2,v3,v22,v23
3388,-0.81,1.46,3.56,3.87,6.54
3392,1.47,1.81,-3.31,6.25,10.20
3396,2.04,-3.03,-2.76,4.00,0.84
3400,-0.31,-5.26,-3.83,-1.02,-5.18
3404,2.17,-3.20,-3.69,-9.21,-10.40
3408,1.78,-1.34,1.59,-0.19,-0.55
3412,-0.17,3.54,-2.06,1.09,6.70
3416,-0.58,-2.28,-0.61,2.44,19.51
3420,-0.14,2.65,0.49,-4.09,-7.69
3424,0.00,1.27,2.33,3.28,-8.62
3428,2.19,2.18,1.63,0.16,-3.55
3432,1.36,2.49,-0.68,-0.62,2.34
3436,1.63,-1.57,1.49,-0.75,-0.88
3440,0.94,-3.50,4.43,4.48,-6.76
3444,1.15,1.33,4.41,1.58,1.22
3448,-0.39,7.09,8.22,7.83,-0.61
3452,3.08,8.87,10.63,9.75,11.66
3456,8.13,6.79,13.96,8.48,-1.32
3460,12.98,7.97,18.54,16.85,-10.30
3464,12.78,-1.84,18.90,20.73,1.09
3468,-0.75,-2.14,-25.30,25.46,7.44
3472,-93.84,-93.98,-97.71,-9.05,-3.44
3476,5.00,5.40,-37.58,-66.41,-13.25
3480,12.34,15.57,24.24,-104.77,23.54
3484,9.99,15.53,22.17,6.20,-5.74
3488,7.35,9.62,15.95,27.66,0.62
3492,1.05,5.27,12.39,25.33,1.68
3496,6.69,6.10,5.32,18.83,-6.59
3500,4.68,4.72,5.21,13.23,-4.59
3504,4.42,-4.97,3.56,7.14,2.34
3508,-20.23,-5.78,2.97,1.00,-2.13
3512,4.53,2.19,2.20,0.47,2.85
3516,2.65,-5.79,-4.39,-3.14,0.99
3520,2.66,0.48,0.84,-0.37,-1.19
3524,0.98,-0.73,1.95,-3.43,3.18
3528,-0.73,6.32,-0.15,-4.56,-0.36
3532,-2.07,5.84,2.74,5.03,-0.12
3536,0.21,0.09,-0.45,2.56,8.95
3540,1.60,2.35,-1.26,4.47,-5.18
3544,0.82,5.28,1.06,2.16,-6.46
3548,-0.21,-3.06,4.56,-1.45,-12.65
3552,0.30,2.82,4.35,3.42,3.16
3556,3.17,-2.01,-1.27,0.96,11.08
3560,0.67,2.12,-11.82,-6.09,-5.52
3564,-1.68,4.24,-0.07,-4.10,1.50
3568,3.71,-7.48,-3.18,1.21,-3.55
3572,-5.96,6.49,2.77,3.49,8.93
3576,-6.20,-6.32,1.67,1.14,8.98
3580,1.82,5.83,2.58,-0.23,-3.48
3584,2.38,1.45,1.83,1.43,2.23
3588,-1.62,0.95,-3.79,4.06,-4.17
3592,1.46,-4.60,5.26,1.09,-10.58
3596,-3.39,-2.54,0.07,2.63,-1.00
3600,3.69,4.26,0.68,1.96,1.31
3604,-8.19,2.36,-2.88,4.24,2.38
3608,-5.06,-6.28,-6.51,3.59,-1.21
3612,-0.81,6.25,-2.98,-8.08,-10.50
3616,1.80,1.31,1.94,2.28,-2.66
3620,-1.33,-0.31,2.80,1.12,2.98
3624,5.17,-0.89,-3.81,1.69,13.54
3628,3.37,5.75,4.64,-0.19,2.33
3632,2.80,3.96,3.91,0.88,5.32
3636,-1.75,1.33,3.02,1.17,-3.60
3640,2.31,-2.06,2.78,2.31,4.54
3644,4.81,-7.17,-2.71,2.15,-10.19
3648,-4.48,-3.18,-2.72,-3.26,1.51
3652,5.05,5.41,-6.35,1.70,7.89
3656,-0.34,-0.30,-7.93,1.29,2.84
3660,-3.23,3.18,0.92,-1.50,-2.50
3664,-10.79,-1.40,-0.66,2.05,0.29
3668,2.25,-2.10,-3.66,-1.04,-10.92
3672,2.58,1.80,3.47,2.15,4.93
3676,1.44,2.53,5.33,-8.43,6.85
3680,3.51,-0.81,1.00,4.72,-3.39
3684,2.33,4.25,2.02,-3.83,-7.55
3688,1.60,-1.98,1.62,-7.72,3.85
3692,-0.62,-0.14,1.80,3.19,-8.75
3696,-2.59,2.23,-1.75,4.33,1.35
3700,-3.15,4.16,-1.35,2.33,0.11
3704,3.23,0.52,1.98,-2.06,-2.46
3708,-4.39,3.67,-3.55,-1.76,-2.74
3712,-0.43,-9.12,1.55,2.58,3.38
3716,-2.88,0.55,-3.10,1.63,3.21
3720,-8.59,2.12,0.60,2.54,3.63
3724,-3.26,4.66,3.48,1.87,10.28
3728,1.41,-8.41,-3.00,-2.82,-0.18
3732,1.95,0.92,0.71,-3.99,3.84
3736,1.87,4.68,1.28,-6.38,7.27
3740,1.69,-4.91,1.01,4.03,-4.97
3744,1.84,5.70,2.79,1.87,-12.70
3748,-2.30,-0.96,-6.26,-6.43,-1.55
3752,-1.91,-3.39,-1.44,-4.41,3.40
3756,2.40,-2.82,-16.09,3.88,8.76
3760,-4.40,3.96,3.74,0.00,2.73
3764,5.62,-1.13,5.01,2.05,0.40
3768,3.88,2.52,4.07,4.19,-6.29
3772,3.11,-1.30,-0.83,-2.23,3.26
3776,-1.48,-1.63,1.41,0.96,1.02
3780,-6.15,2.91,-1.10,0.91,-6.40
3784,1.13,3.74,0.07,0.86,-2.42
3788,3.98,1.88,-0.16,-2.73,1.09
3792,3.75,-0.29,-2.15,-3.26,6.89
3796,2.30,0.24,2.97,2.31,-7.18
3800,-0.20,1.88,1.99,2.54,2.01
3804,0.83,-4.32,2.76,0.69,-3.45
3808,-1.09,-8.28,-2.62,-0.90,0.68
3812,2.93,2.39,2.93,0.01,3.82
3816,-1.85,3.52,0.05,0.85,9.23
3820,-6.81,2.14,-0.10,2.11,5.50
3824,2.23,-0.29,-2.55,-0.49,-7.80
3828,0.74,-4.33,2.40,1.14,-11.89
3832,7.41,7.46,6.03,4.73,0.22
3836,10.86,8.83,10.98,7.32,1.25
3840,14.50,2.29,17.19,10.34,7.23
3844,12.59,10.78,25.40,20.93,-3.07
3848,22.82,13.58,30.08,29.22,2.67
3852,10.77,7.20,14.16,37.48,7.48
3856,-109.28,-106.22,-98.10,33.29,-4.07
3860,-40.79,-22.08,-123.02,-73.06,-1.76
3864,22.80,19.41,8.92,-142.47,-17.43
3868,20.67,15.00,30.88,-73.20,8.46
3872,4.75,16.21,19.31,44.95,6.43
3876,10.27,11.87,13.08,41.01,7.80
3880,4.24,6.94,13.64,20.99,-4.91
3884,7.19,5.76,3.56,22.58,0.01
3888,-0.80,-6.13,3.77,15.21,0.15
3892,3.54,-1.88,1.74,9.83,-2.28
3896,0.17,2.14,5.12,1.54,-2.12
3900,1.72,0.15,3.63,1.06,-5.17
3904,-2.90,5.17,-1.28,1.30,1.24
3908,-3.15,3.59,1.90,3.64,-0.60
3912,-0.38,-0.70,2.25,-6.63,1.18
3916,1.90,-16.55,-1.32,-3.43,2.34
3920,2.13,-3.88,-1.32,7.15,9.31
3924,1.13,0.89,4.38,2.78,5.81
3928,-1.34,3.13,-1.81,-4.60,-0.59
3932,-0.87,3.88,-4.37,-6.93,3.55
3936,1.01,2.48,-3.36,2.28,-12.42
3940,3.75,1.00,-0.76,3.46,4.74
3944,-1.55,2.68,-2.29,4.60,5.57
3948,-1.76,2.39,1.52,-0.94,-11.93
3952,0.77,-6.59,4.11,2.10,-16.54
3956,-9.19,-8.62,-0.63,-0.32,-0.01
3960,1.66,-0.91,1.28,-0.48,3.69
3964,1.88,3.63,2.09,3.68,0.58
3968,5.08,1.84,2.25,-2.31,7.54
3972,1.48,0.53,-2.52,-4.00,3.81
3976,-2.02,0.81,-0.49,0.56,-0.27
3980,-3.04,-1.32,0.88,3.41,1.68
3984,2.50,-0.12,-4.93,0.57,-4.35
3988,-1.59,5.64,-6.86,-11.87,3.64
3992,1.10,2.23,-1.11,-2.87,0.89
3996,1.22,-0.39,1.73,1.72,4.97
4000,-1.55,0.21,-0.40,3.94,-6.09
4004,-0.03,-2.70,0.64,1.85,-6.27
4008,2.40,-3.55,2.84,-1.88,1.52
4012,1.50,-1.57,1.83,0.93,4.96
4016,0.32,2.50,3.52,6.69,8.60
4020,0.95,1.82,-6.98,2.79,2.88
4024,5.10,5.58,2.54,-3.37,2.32
4028,6.16,5.80,-1.17,-3.33,-8.02
4032,0.12,-3.66,-4.23,5.15,-7.10
4036,-25.27,-10.26,-3.07,-3.19,4.03
4040,3.82,1.47,0.36,1.70,-8.06
4044,0.38,-0.76,2.04,-5.49,8.98
4048,1.43,3.81,0.57,3.29,-2.83
4052,2.25,-0.87,0.43,-4.67,-4.67
4056,0.83,-1.40,3.56,-1.88,-9.16
4060,2.84,0.97,-3.44,5.53,5.88
4064,1.74,7.65,-3.34,6.52,3.73
4068,-1.24,-1.50,1.17,-6.01,8.42
4072,-0.44,-4.30,-0.84,4.07,-0.76
4076,0.72,-6.73,-1.07,-2.58,-5.04
4080,1.28,-0.36,-1.21,1.15,2.04
4084,-1.60,-6.59,1.06,5.37,4.96
4088,-1.12,-4.73,0.56,-4.33,-0.79
4092,-1.55,-4.68,-4.67,-8.49,-9.56
4096,2.00,3.93,-3.71,1.26,-1.28
4100,-3.22,2.23,1.86,-3.94,3.07
4104,1.73,5.01,1.03,1.22,-0.52
4108,2.27,2.50,0.52,0.93,-4.49
4112,-0.22,2.58,3.47,-7.74,4.40
4116,-2.62,2.73,0.46,2.56,-0.43
4120,-0.59,0.22,-0.50,3.88,3.49
4124,1.70,-5.56,0.48,3.18,-3.35
4128,0.93,2.92,-2.77,1.25,1.52
4132,1.84,0.03,-6.14,-11.22,-5.65
4136,0.98,-2.52,-0.26,0.68,0.58
4140,0.13,-6.83,-0.04,5.75,-5.61
4144,1.48,-3.64,1.84,1.13,6.53
4148,-1.65,1.08,-1.28,-6.11,7.16
4152,-1.65,1.78,2.96,-1.01,-2.16
4156,2.15,-9.34,-0.28,-1.04,-1.02
4160,-1.49,0.64,2.87,-1.75,4.11
4164,0.21,-2.12,-3.03,0.02,-3.52
4168,-3.58,5.35,1.43,3.13,0.93
4172,3.05,0.89,-0.81,1.03,3.40
4176,-0.67,0.05,2.89,0.48,-0.59
4180,0.12,3.75,3.15,4.36,0.77
4184,1.28,-0.11,-1.56,-2.13,-1.72
4188,-1.36,-10.03,-3.30,3.63,-6.83
4192,-2.55,1.13,1.23,-5.17,-5.83
4196,-1.47,-1.82,1.30,-2.98,-4.41
4200,-1.30,0.80,-0.58,0.21,-3.22
4204,0.68,0.29,6.46,2.98,5.55
4208,4.08,-0.55,-6.47,0.34,1.59
4212,3.34,1.67,-1.81,0.87,2.28
4216,1.81,3.11,5.15,-0.81,-8.05
4220,1.37,5.81,0.46,5.69,-0.35
4224,1.91,0.24,5.02,7.57,3.02
4228,7.21,8.61,10.69,14.29,6.48
4232,7.97,6.54,3.36,7.36,-3.38
4236,10.03,13.66,20.48,25.40,8.23
4240,14.02,0.41,22.41,31.71,8.99
4244,-43.11,-33.34,-50.85,54.78,6.63
4248,-28.26,-37.74,-87.40,-14.83,8.28
4252,9.16,11.25,0.27,-132.17,-25.44
4256,9.01,11.59,18.08,-113.46,-32.42
4260,5.05,13.81,20.92,-44.00,0.90
4264,6.06,-9.47,10.86,48.05,9.70
4268,5.55,6.50,5.28,39.84,15.14
4272,0.54,6.92,8.71,20.77,-1.64
4276,0.51,-0.68,4.37,19.34,-10.22
4280,1.65,-3.63,0.23,2.41,5.75
4284,-3.87,6.16,-2.96,6.69,8.33
4288,1.86,-0.39,-6.54,5.23,8.77
4292,2.01,-2.16,2.41,1.97,-11.14
4296,-1.08,0.20,-4.85,-0.35,2.66
4300,0.91,1.58,1.51,1.44,-0.81
4304,3.16,-2.74,3.43,-1.91,-3.49
4308,1.03,1.78,3.28,1.92,5.47
4312,-1.50,4.32,0.07,-4.82,-1.37
4316,-1.73,0.03,-0.75,6.01,-5.91
4320,1.82,0.07,-1.17,1.78,-2.16
4324,-2.86,1.08,2.07,-4.46,0.03
4328,2.64,3.87,0.30,0.52,6.32
4332,-4.43,0.58,-2.28,-0.07,-1.04
4336,-0.76,1.82,6.94,-4.77,1.09
4340,0.37,-8.79,5.27,-1.88,-0.01
4344,0.83,0.08,-3.66,1.74,-8.63
4348,1.95,-0.18,-1.42,0.42,-0.20
4352,-2.85,-0.08,2.21,0.41,5.85
4356,2.09,-1.71,-10.91,-0.04,-1.40
4360,0.22,-6.23,-3.12,6.07,-1.04
4364,2.05,3.17,4.26,-1.82,2.07
4368,-3.64,1.78,3.39,1.78,-10.97
4372,1.89,1.15,-7.65,-5.44,1.85
4376,-0.09,-2.61,1.86,-2.45,5.32
4380,-0.81,3.21,1.85,4.92,3.73
4384,2.53,-0.83,-0.65,-9.18,4.48
4388,2.09,-0.41,-2.88,1.21,-1.28
4392,0.27,-0.89,3.59,-2.99,-1.85
4396,-3.79,1.96,2.94,7.75,-3.54
4400,2.25,1.16,1.80,3.78,-0.76
4404,2.99,-1.31,4.11,2.46,-2.83
4408,-1.25,0.27,3.48,6.29,1.83
4412,0.79,-3.25,-0.47,-3.46,-6.22
4416,-1.28,2.46,-3.50,-1.36,5.98
4420,-1.94,-0.42,-5.11,2.74,-2.71
4424,-2.03,4.27,2.03,-0.73,4.67
4428,2.02,2.98,2.55,-1.05,-3.66
4432,0.68,-0.38,-0.43,-0.47,0.95
4436,-1.68,-8.36,1.96,-2.91,-4.05
4440,-1.81,-4.56,-3.33,-3.07,-1.04
4444,-2.08,0.69,3.50,-9.21,-3.11
4448,5.40,3.29,-0.82,1.20,6.56
4452,2.15,4.53,0.37,4.25,-1.00
4456,-1.70,-1.54,1.32,3.01,6.90
4460,-1.18,3.87,1.35,4.72,3.96
4464,0.13,5.81,-2.66,0.02,-0.38
4468,-2.41,-9.28,2.45,0.42,-4.37
4472,2.33,0.29,-2.79,3.30,-4.47
4476,2.92,4.73,-1.50,-1.67,2.78
4480,-0.13,1.10,1.91,-8.20,2.77
4484,-7.99,-20.03,2.98,-1.76,-0.30
4488,-4.95,2.33,-6.56,3.98,0.19
4492,2.65,-0.17,1.23,-3.44,-1.23
4496,2.65,7.70,2.63,3.93,-9.46
4500,0.95,-3.71,-0.24,0.02,2.45
4504,-0.78,3.48,1.91,-0.49,0.85
4508,-4.48,-3.85,1.39,-0.87,0.92
4512,0.02,-4.48,4.34,1.58,-0.58
4516,5.64,-1.06,1.96,1.58,0.13
4520,3.57,1.47,-2.89,-8.30,2.39
4524,0.80,4.25,-1.23,-0.40,1.31
4528,-1.75,-2.26,-6.01,3.33,3.36
4532,-2.22,-0.26,2.12,2.09,3.13
4536,-2.60,3.50,0.62,-1.72,0.17
4540,0.01,1.66,-2.65,-4.23,-3.12
4544,2.65,-0.13,6.96,3.46,-5.24
4548,-9.61,-0.23,3.78,2.22,-4.40
4552,3.21,0.76,-0.15,5.19,3.19
4556,1.75,-2.07,0.79,3.81,2.19
4560,1.67,1.16,-4.81,1.16,0.09
4564,-2.17,-2.21,2.93,-7.71,-3.84
4568,1.66,-7.64,2.12,-1.28,-0.77
4572,-2.04,0.54,-0.50,-3.80,0.35
4576,2.29,5.82,-2.24,1.87,-2.41
4580,-3.47,-0.26,-1.09,-4.53,0.25
4584,-3.48,-3.03,1.32,-1.60,0.66
4588,-4.75,-2.04,4.25,-3.66,4.41
4592,-0.42,2.26,4.69,3.62,2.11
4596,0.82,5.40,0.41,-0.50,4.06
4600,0.87,1.12,-3.52,5.69,0.05
4604,1.20,2.28,-2.63,-0.09,-5.86
4608,1.90,-0.07,6.71,3.92,6.87
4612,4.75,1.75,6.97,11.00,-2.51
4616,6.25,-3.89,5.60,12.13,2.01
4620,7.95,2.67,2.44,22.41,1.00
4624,10.09,9.43,17.02,30.12,3.58
4628,10.29,6.49,12.95,43.67,8.66
4632,-12.89,-16.24,-21.42,49.03,16.84
4636,-62.73,-42.73,-78.80,-68.59,5.74
4640,11.13,10.28,3.13,-124.69,-32.66
4644,10.91,10.59,18.30,-136.61,-59.78
4648,4.03,8.76,14.50,-1.86,13.31
4652,8.15,3.23,11.30,52.73,17.49
4656,7.99,-3.55,5.63,41.71,5.96
4660,5.44,4.86,1.76,31.78,5.91
4664,-2.01,-2.49,2.74,16.78,6.83
4668,-8.91,-5.10,0.76,1.01,3.46
4672,-0.88,-2.14,-1.29,6.13,6.58
4676,4.61,0.85,2.59,5.87,-0.88
4680,-0.15,3.92,-1.07,2.56,-1.94
4684,4.15,-3.56,2.80,2.17,-1.15
4688,-1.23,3.46,-0.78,4.14,1.95
4692,0.15,3.45,1.20,1.26,-2.12
4696,-2.16,1.45,2.99,1.62,2.19
4700,0.15,1.27,1.46,4.49,2.58
4704,5.46,-7.03,1.30,6.55,3.22
4708,-1.26,-2.86,6.20,-22.95,-3.52
4712,-5.54,2.51,-14.93,5.20,-7.48
4716,-1.50,-2.30,-1.24,-1.67,-4.86
4720,-0.26,4.77,-12.31,-4.35,0.16
4724,4.76,-5.78,4.88,-0.70,1.24
4728,-1.80,-1.56,0.71,1.42,4.89
4732,0.52,4.66,4.01,3.11,-0.94
4736,-0.69,-0.98,1.55,4.44,-0.21
4740,-1.40,-3.38,0.71,6.51,3.80
4744,-1.26,-4.55,0.75,-2.50,2.22
4748,-0.38,3.30,-10.83,-1.38,-0.50
4752,-0.73,2.99,2.23,1.99,0.54
4756,-0.23,-7.99,3.58,0.99,2.10
4760,-4.44,5.12,-0.98,-1.77,-0.79
4764,-2.54,4.13,0.77,-5.22,0.91
4768,-2.59,2.55,-2.71,-2.24,-4.61
4772,2.31,0.48,0.48,1.52,5.43
4776,-0.03,-0.44,-0.37,0.43,1.07
4780,2.29,-0.60,3.06,3.30,-5.02
4784,2.51,0.23,-1.18,-0.19,-4.86
4788,-9.62,2.39,-0.19,-0.56,-6.41
4792,0.23,-0.51,-2.66,4.41,2.75
4796,2.98,-0.75,3.08,1.22,5.39
4800,0.29,-2.03,-6.40,3.86,1.25
4804,1.55,1.66,1.13,1.78,-1.61
4808,0.16,1.68,1.57,-1.98,-7.07
4812,-6.06,4.06,3.69,-0.42,6.80
4816,3.70,-1.91,2.38,0.76,-0.19
4820,6.83,-3.23,-1.82,0.60,-4.19
4824,-9.78,-1.68,-2.36,3.65,-1.72
4828,-1.30,-5.69,-0.67,-2.56,-6.56
4832,2.48,2.36,3.35,-0.56,-0.17
4836,2.95,2.06,4.63,-0.72,3.79
4840,3.71,1.87,-3.65,-1.40,5.40
4844,0.55,1.84,0.78,-1.55,3.75
4848,-2.09,-3.66,-1.13,4.46,2.39
4852,1.83,3.80,4.00,3.12,-8.29
4856,-1.87,2.80,1.61,-7.81,2.35
4860,2.37,-2.17,-13.74,1.37,1.78
4864,-6.78,-7.03,4.46,-2.05,1.43
4868,3.71,1.95,1.49,-0.04,0.69
4872,-6.43,-3.23,-0.61,1.87,0.62
4876,1.19,2.10,2.65,-13.39,-1.87
4880,2.64,4.75,5.80,-0.35,-7.88
4884,1.28,-6.74,3.52,2.15,-5.35
4888,0.72,3.44,-3.68,6.96,2.94
4892,4.04,1.40,0.82,1.59,-5.91
4896,0.98,1.29,-4.32,4.36,6.29
4900,-1.76,3.05,3.12,-1.85,6.33
4904,0.59,-3.96,-0.34,-5.73,3.75
4908,3.23,-7.26,-6.51,4.24,-4.70
4912,-3.09,1.74,-0.31,2.36,-4.35
4916,-1.29,-0.33,-0.02,-8.26,-4.01
4920,-0.92,1.67,0.51,-7.11,3.26
4924,0.94,6.63,-1.79,-5.57,2.84
4928,-2.65,0.07,0.46,0.37,4.36
4932,-3.56,-16.00,2.56,6.79,0.23
4936,2.97,2.45,2.21,5.08,4.22
4940,0.81,3.51,-6.92,2.27,-5.47
4944,1.85,0.33,6.37,2.00,-1.64
4948,2.11,5.08,0.42,-6.58,0.52
4952,-0.26,-5.96,4.93,-3.47,-1.78
4956,-0.18,-0.06,-0.07,1.11,5.55
4960,-1.77,5.41,-6.30,4.29,-0.90
4964,1.54,-5.74,3.36,2.74,0.86
4968,-4.44,-4.88,-3.47,0.92,-2.60
4972,2.72,2.17,-0.61,-1.79,2.47
4976,-1.73,1.56,-3.72,-4.57,3.47
4980,3.04,0.66,-1.00,-3.70,-3.58
4984,3.34,-0.79,1.25,-4.88,-3.04
4988,-1.92,-3.71,-0.47,1.92,-4.70
4992,2.26,4.69,2.22,5.57,0.04
4996,4.28,3.76,1.47,5.52,-1.09
5000,-2.34,3.83,7.06,10.48,2.66
5004,8.86,9.92,9.95,14.06,2.41
5008,16.00,10.91,12.71,19.50,11.84
5012,18.14,16.13,14.43,32.98,12.58
5016,20.61,16.57,8.91,52.22,13.30
5020,-22.93,-47.08,-33.71,51.58,11.50
5024,-104.21,-100.32,-89.97,-73.50,3.89
5028,16.13,17.34,2.67,-144.28,-63.85
5032,17.53,21.14,20.24,-131.13,-56.64
5036,12.99,16.28,18.88,2.76,15.02
5040,6.73,17.93,10.78,56.41,12.87
5044,10.39,6.18,6.13,44.56,13.54
5048,-4.22,-4.12,4.08,30.01,10.27
5052,4.35,6.60,-3.15,22.84,5.65
5056,4.48,3.37,2.78,9.62,1.50
5060,0.68,-3.49,0.27,7.36,4.22
5064,-5.58,0.90,-0.51,1.15,0.88
5068,-4.92,1.99,3.69,1.12,-0.46
5072,-0.00,-1.46,-0.76,-5.76,-4.56
5076,0.36,-3.63,-2.92,-2.21,-2.02
5080,2.61,-0.79,0.74,-8.16,2.21
5084,4.60,4.36,-0.93,7.12,2.77
5088,3.21,-1.74,1.46,2.21,4.33
5092,-3.79,3.28,2.64,-0.94,-0.22
5096,0.92,-0.19,3.25,1.69,2.87
5100,-1.07,2.72,1.43,4.35,-9.59
5104,0.48,1.12,-6.06,3.60,-5.03
5108,-1.78,-6.64,-3.34,-8.59,0.48
5112,-0.48,-2.94,1.22,1.01,4.66
5116,-2.08,6.51,-6.80,0.08,2.45
5120,1.95,-0.72,3.08,1.05,1.79
5124,2.28,-0.30,1.52,0.52,1.49
5128,-0.34,2.56,3.16,-4.20,-6.37
5132,0.09,3.54,4.27,-3.06,-0.46
5136,-0.37,-1.85,4.84,2.98,-4.30
5140,0.02,4.31,-0.51,-5.68,0.25
5144,-1.16,-1.81,-0.39,3.43,3.57
5148,1.51,-4.85,-5.73,2.60,3.20
5152,-1.73,-0.14,-7.35,-0.05,-1.67
5156,-0.62,0.10,-7.91,5.10,0.64
5160,1.10,-0.81,4.41,-8.73,2.75
5164,-1.27,3.92,-0.80,1.19,3.77
5168,-4.81,0.74,2.49,0.86,-3.19
5172,1.52,0.40,-3.38,0.95,0.54
5176,5.33,1.07,-2.14,-0.98,-8.15
5180,2.23,2.34,4.08,-1.95,3.45
5184,-4.00,-1.91,-0.56,3.80,7.30
5188,-2.07,1.90,-0.12,1.45,4.45
5192,-0.44,-4.98,0.08,-2.18,-3.36
5196,-3.63,4.31,4.00,-1.56,-4.73
5200,1.41,-5.89,-2.32,-0.84,-0.16
5204,-1.27,4.41,-0.15,2.26,-4.40
5208,1.75,3.01,-3.59,-2.28,3.11
5212,2.14,-2.82,2.33,0.05,-3.28
5216,1.11,2.08,0.49,3.19,0.10
5220,-4.21,-7.45,1.77,0.60,0.31
5224,0.13,5.74,-0.02,-0.03,1.49
5228,0.11,4.11,-1.22,-1.39,1.56
5232,1.66,-1.90,3.31,1.50,4.20
5236,1.39,1.68,4.07,0.59,4.90
5240,1.70,-0.11,2.05,-1.91,-4.95
5244,4.14,-1.66,-2.74,2.62,-7.53
5248,0.57,3.80,3.36,-0.70,2.85
5252,3.33,4.19,1.32,-8.22,-3.21
5256,-2.46,-9.77,0.85,1.62,5.63
5260,4.26,2.01,2.11,-1.61,-6.69
5264,-10.49,-7.48,-27.84,2.25,-0.40
5268,-4.89,1.50,1.66,-0.23,-0.14
5272,-0.86,4.50,2.76,2.01,-1.79
5276,3.23,0.38,4.67,-4.22,-0.93
5280,6.52,0.11,5.09,3.41,2.87
5284,0.93,5.02,6.34,-6.50,0.19
5288,1.48,-2.58,2.80,-3.50,-1.52
5292,1.71,0.56,1.82,-1.39,3.41
5296,1.77,0.57,-11.25,4.67,-2.81
5300,-0.33,-7.14,0.10,-5.04,4.27
5304,-10.98,-1.37,-0.72,2.91,-0.60
5308,-12.32,-1.49,4.05,3.79,8.17
5312,-0.47,-1.71,-0.49,1.33,6.86
5316,3.72,4.50,5.94,-5.10,-1.69
5320,4.97,2.06,0.04,3.90,-8.92
5324,1.80,2.53,-16.55,2.98,-5.28
5328,-1.36,1.07,1.43,0.32,-5.78
5332,1.43,-2.36,-2.32,-12.31,-4.61
5336,0.96,4.17,0.19,2.56,-3.64
5340,1.40,-0.05,-1.43,4.92,6.06
5344,2.76,-1.48,4.81,4.78,-0.59
5348,-2.32,-7.21,-1.37,3.05,4.56
5352,-2.33,5.55,4.21,2.09,3.65
5356,-2.99,-3.33,0.98,2.65,0.77
5360,-2.39,-6.67,2.88,-7.04,-0.36
5364,-1.14,0.92,3.65,-5.05,0.37
5368,4.58,3.74,0.52,3.17,2.85
5372,1.23,4.16,-2.69,5.75,-4.11
5376,2.92,4.53,-1.67,-1.41,5.17
5380,3.12,5.12,8.08,1.11,5.87
5384,3.41,6.06,-0.74,7.41,-9.03
5388,6.90,-1.43,7.36,18.19,-2.91
5392,5.45,4.77,13.50,17.58,2.50
5396,10.71,2.94,16.41,36.30,15.23
5400,17.38,12.91,21.55,45.31,11.36
5404,13.26,7.95,7.22,62.79,20.89
5408,-95.00,-76.50,-93.23,-64.41,14.92
5412,-32.28,-7.45,-32.49,-132.58,-71.30
5416,16.61,15.10,1.37,-134.62,-44.96
5420,14.26,14.90,18.34,-57.20,7.46
5424,15.32,12.67,17.01,57.71,9.94
5428,10.28,3.71,8.92,46.65,12.46
5432,5.53,0.37,8.31,34.73,9.13
5436,-0.89,-4.58,3.80,20.55,8.53
