# Profils DoG le long des V2 extremes
# V2 #1 : centre x=365.98, mediane=1.037, MAD=2.407, seuil=145.667
# Positions predites (33) : 363.3,751.8,1140.3,1528.8,1917.3,2305.8,2694.3,3082.8,3471.3,3859.8,4248.3,4636.8,5025.3,5413.8,5802.3,6190.8,6579.3,6967.8,7356.3,7744.8,8133.3,8521.8,8910.3,9298.8,9687.3,10075.8,10464.3,10852.8,11241.3,11629.8,12018.3,12406.8,12795.3,13183.8,13572.3
# V2 #2 : centre x=781.08, mediane=1.002, MAD=2.584, seuil=151.167
# Positions predites (33) : 363.8,752.3,1140.7,1529.2,1917.7,2306.2,2694.7,3083.1,3471.6,3860.1,4248.6,4637.1,5025.5,5414.0,5802.5,6191.0,6579.5,6967.9,7356.4,7744.9,8133.4,8521.9,8910.3,9298.8,9687.3,10075.8,10464.3,10852.7,11241.2,11629.7,12018.2,12406.7,12795.1,13183.6,13572.1
# V2 #3 : centre x=1195.01, mediane=1.035, MAD=2.750, seuil=142.833
# Positions predites (33) : 365.2,753.7,1142.1,1530.6,1919.0,2307.5,2695.9,3084.4,3472.8,3861.3,4249.7,4638.2,5026.6,5415.1,5803.6,6192.0,6580.5,6968.9,7357.4,7745.8,8134.3,8522.7,8911.2,9299.6,9688.1,10076.5,10465.0,10853.4,11241.9,11630.3,12018.8,12407.3,12795.7,13184.2,13572.6
# V2 #22 : centre x=9049.26, mediane=0.875, MAD=3.618, seuil=112.333
# Positions predites (33) : 347.0,737.8,1128.7,1519.6,1910.4,2301.3,2692.2,3083.0,3473.9,3864.8,4255.6,4646.5,5037.4,5428.2,5819.1,6210.0,6600.8,6991.7,7382.6,7773.4,8164.3,8555.2,8946.0,9336.9,9727.8,10118.6,10509.5,10900.4,11291.2,11682.1,12073.0,12463.8,12854.7,13245.6,13636.4
# V2 #23 : centre x=9455.52, mediane=0.901, MAD=3.908, seuil=144.333
# Positions predites (33) : 661.0,1046.6,1432.2,1817.9,2203.5,2589.1,2974.7,3360.4,3746.0,4131.6,4517.2,4902.8,5288.5,5674.1,6059.7,6445.3,6830.9,7216.6,7602.2,7987.8,8373.4,8759.1,9144.7,9530.3,9915.9,10301.5,10687.2,11072.8,11458.4,11844.0,12229.6,12615.3,13000.9,13386.5,13772.1
# y,v1,v2,v3,v22,v23
9544,2.57,-0.16,5.05,-2.49,0.91
9548,0.09,-0.22,5.55,-6.10,-0.40
9552,0.67,2.47,-3.07,-1.75,-1.48
9556,0.96,0.00,-12.98,4.43,-18.11
9560,2.09,2.50,-0.68,-1.93,11.32
9564,-1.74,-4.47,1.31,-0.92,-13.26
9568,-2.82,-4.49,-0.96,7.20,-2.57
9572,0.11,-4.00,3.28,-7.73,-1.28
9576,1.88,3.05,2.37,1.90,-1.67
9580,1.51,0.12,-2.81,1.87,2.03
9584,4.01,2.98,2.50,6.51,-1.64
9588,1.50,1.32,-0.25,-2.58,-3.96
9592,-0.48,0.56,-9.60,2.96,3.07
9596,-8.99,-2.13,-2.30,2.69,-0.16
9600,-0.28,0.30,6.08,8.84,-0.79
9604,1.50,-1.46,1.77,-3.93,1.89
9608,4.27,0.08,-0.24,-10.16,-2.24
9612,2.37,-2.38,1.03,2.12,0.82
9616,1.22,1.34,-1.71,-5.46,7.20
9620,-6.29,1.37,-0.35,4.31,3.49
9624,2.69,3.44,-1.20,-10.53,-3.36
9628,5.31,-5.38,-6.36,0.76,-6.72
9632,-0.99,-0.40,1.91,-3.34,-12.24
9636,-6.03,3.35,3.01,3.56,-4.03
9640,-0.53,-0.90,1.23,3.50,4.15
9644,2.57,7.23,-2.54,-4.63,7.96
9648,2.62,0.95,-1.12,-6.16,1.53
9652,1.46,-7.04,4.16,6.22,1.82
9656,5.77,5.89,2.66,2.35,-5.91
9660,8.38,11.05,2.02,4.02,13.15
9664,16.83,11.54,16.82,10.19,12.79
9668,24.31,16.14,26.59,5.46,25.48
9672,31.66,24.06,30.01,9.28,41.93
9676,13.95,4.18,42.95,6.62,49.19
9680,-23.14,-4.63,4.52,1.51,45.93
9684,-106.72,-90.56,-100.31,7.54,-77.81
9688,-92.34,-53.04,-121.18,-67.53,-116.30
9692,-11.12,-7.86,-71.17,-15.05,-107.92
9696,40.73,33.08,35.99,4.65,-76.38
9700,33.26,26.24,45.71,11.74,63.19
9704,8.90,14.55,30.00,8.67,47.91
9708,17.60,4.80,24.49,9.66,-4.93
9712,3.28,6.19,13.44,7.93,28.48
9716,-1.58,1.93,-2.98,-0.85,22.01
9720,6.86,4.84,6.46,5.39,15.47
9724,2.38,3.52,-9.01,2.00,-6.79
9728,-4.81,2.81,-2.42,5.64,1.22
9732,-8.79,-0.84,4.30,-0.47,7.63
9736,4.71,-0.25,6.74,-4.03,-7.44
9740,6.20,2.05,6.57,-1.34,-4.08
9744,2.81,-3.72,1.99,3.35,-3.85
9748,-1.95,-1.44,-3.34,7.61,-0.68
9752,-0.42,5.06,2.85,-7.84,4.27
9756,6.49,-7.96,-1.04,1.52,6.45
9760,-5.86,0.85,2.80,-2.00,6.09
9764,0.50,0.23,4.56,-13.81,-0.52
9768,-1.33,-4.16,-3.77,-3.76,-3.91
9772,3.48,3.55,-22.92,5.36,-2.45
9776,1.39,1.81,4.63,2.26,-8.80
9780,3.77,-10.23,7.06,-1.77,0.78
9784,0.54,2.99,3.00,4.56,4.39
9788,-33.84,2.30,2.06,-16.58,7.01
9792,8.48,-0.93,0.13,4.94,-4.96
9796,7.11,-0.85,5.94,8.88,5.24
9800,-0.69,4.50,1.73,4.38,3.22
9804,5.13,0.71,-2.10,-12.87,-2.51
9808,3.26,-3.58,1.56,4.51,4.17
9812,0.61,2.73,2.66,6.67,-2.22
9816,-4.55,2.35,-2.77,-10.61,2.10
9820,4.60,1.66,1.86,4.86,-3.23
9824,-4.83,-3.71,-1.27,-30.32,-2.47
9828,3.07,-3.94,4.05,-0.77,-0.62
9832,-2.68,-1.13,0.95,0.68,1.47
9836,3.63,-5.46,-1.81,4.10,-0.69
9840,-1.00,-3.06,2.70,6.23,6.42
9844,1.70,-1.01,4.27,4.90,2.17
9848,-4.02,5.87,-20.63,4.80,3.66
9852,2.93,-3.56,-4.09,-6.06,-1.62
9856,0.16,-6.23,2.31,-1.35,-12.93
9860,-0.13,-6.76,-1.16,-1.85,-0.50
9864,1.07,-5.83,5.59,-0.04,-1.45
9868,4.81,2.59,1.63,0.02,2.48
9872,1.11,-2.78,-13.86,2.18,-7.11
9876,0.19,-1.22,-1.58,1.15,2.86
9880,-0.51,-0.96,0.70,-2.06,5.72
9884,-4.20,3.72,6.22,2.34,-2.35
9888,1.85,-0.12,3.98,2.34,-0.69
9892,0.55,-5.92,-2.08,4.56,4.80
9896,2.18,-3.73,0.34,3.84,-1.49
9900,2.49,-2.38,3.48,-3.69,3.97
9904,0.30,2.48,-4.79,1.58,0.97
9908,-0.76,-0.23,-5.34,-1.49,-0.91
9912,0.02,-0.30,1.30,-0.28,-7.42
9916,-0.22,3.94,0.60,-1.09,3.12
9920,-0.30,5.00,-6.03,-0.86,-6.90
9924,-6.93,6.36,1.29,3.74,0.80
9928,-1.91,-28.17,-1.12,-6.35,3.75
9932,3.91,3.97,0.59,-3.60,3.76
9936,2.89,1.97,3.38,4.74,1.58
9940,-0.54,6.55,0.41,6.00,-12.16
9944,5.52,1.00,-0.73,8.38,6.34
9948,1.59,3.44,2.24,-3.97,-6.66
9952,2.98,1.32,0.70,-8.75,5.62
9956,0.53,-5.55,-0.25,-0.55,-4.43
9960,0.80,-5.67,-5.38,-1.04,0.77
9964,-0.44,0.29,0.43,-7.80,4.84
9968,-0.20,7.67,-0.51,-0.31,-3.10
9972,4.81,-2.29,1.31,2.74,-0.05
9976,-3.88,2.74,5.07,3.80,-6.23
9980,5.45,3.37,-0.31,-3.72,-2.54
9984,-3.13,6.06,-3.88,0.72,-3.15
9988,-3.96,2.19,0.89,-2.14,1.51
9992,3.74,1.64,4.42,5.15,0.67
9996,4.62,-2.02,1.24,7.58,2.92
10000,-0.08,3.83,0.65,8.45,1.29
10004,0.20,-5.77,0.88,-2.82,2.03
10008,-6.75,3.94,0.06,4.22,-6.50
10012,-1.30,3.09,-0.35,-6.10,-0.08
10016,4.58,-0.23,-2.55,-7.64,-3.29
10020,-1.56,-3.36,-6.84,-5.57,4.82
10024,-1.04,-2.16,0.09,7.67,0.85
10028,6.78,4.59,0.04,6.35,0.33
10032,-0.65,-5.20,5.83,-14.07,4.48
10036,6.33,-1.13,-1.32,-0.16,5.91
10040,-4.33,2.84,5.33,0.65,-7.73
10044,8.40,5.22,-1.26,-2.39,-0.18
10048,9.57,6.81,6.08,-8.14,-0.20
10052,2.96,11.05,12.46,5.80,12.40
10056,18.44,12.35,15.43,8.00,27.77
10060,15.43,15.36,9.99,5.86,32.22
10064,30.56,21.07,30.40,8.96,51.22
10068,27.31,22.32,33.33,5.02,61.19
10072,-36.89,-45.03,-48.45,9.55,-70.54
10076,-141.43,-142.16,-131.31,-30.29,-110.54
10080,-27.58,-11.13,-59.01,-51.94,-131.01
10084,20.23,29.11,39.49,9.42,-77.96
10088,16.05,18.47,31.58,13.03,36.14
10092,17.54,19.00,23.51,8.89,45.82
10096,17.21,15.57,15.67,10.20,33.17
10100,13.14,9.27,15.05,1.98,23.59
10104,8.98,4.65,11.84,1.91,11.52
10108,-4.23,-2.79,5.74,4.89,13.82
10112,1.59,-1.13,-2.39,-3.44,7.80
10116,3.55,-5.74,-24.13,-12.11,6.21
10120,-0.88,-3.53,3.37,3.59,-2.54
10124,2.93,3.56,4.17,-9.24,6.35
10128,0.16,4.07,5.79,6.71,-3.85
10132,2.22,0.46,8.29,0.55,-5.58
10136,0.68,5.64,8.69,2.02,-2.01
10140,-6.26,-4.34,-17.12,5.90,4.45
10144,-0.18,-5.05,2.75,0.17,2.30
10148,1.90,0.31,-4.23,-3.53,4.37
10152,-0.37,0.10,1.01,1.84,-3.61
10156,3.19,-14.61,5.34,-13.20,0.54
10160,-0.38,1.01,4.97,2.44,-6.41
10164,6.77,4.19,-2.26,0.43,12.82
10168,-11.91,0.85,-5.17,0.43,-1.50
10172,-4.11,-2.27,-2.47,-3.78,7.09
10176,-1.05,-8.85,2.09,5.83,3.07
10180,-6.74,5.21,-0.46,-1.06,-52.03
10184,3.11,4.51,3.64,-0.66,3.50
10188,-14.56,3.91,1.22,-0.91,-5.71
10192,4.64,-2.14,2.28,2.50,1.74
10196,-8.77,-0.40,-1.47,8.39,11.68
10200,-1.05,3.87,3.24,-2.28,9.69
10204,0.55,-1.58,1.41,-2.48,2.38
10208,7.78,2.48,3.51,-12.17,5.07
10212,3.13,-1.38,1.69,6.36,-2.78
10216,0.93,-1.06,2.64,4.52,-1.58
10220,-8.57,0.04,0.85,1.30,5.92
10224,2.64,3.47,-6.69,-19.51,2.60
10228,2.84,0.84,-11.93,-2.17,3.15
10232,1.27,3.80,2.46,12.05,-1.19
10236,-2.32,0.32,4.41,4.51,-4.47
10240,-1.91,1.65,2.52,0.35,-0.68
10244,-4.65,1.89,0.96,-5.70,7.31
10248,2.23,0.71,0.13,-4.67,0.79
10252,3.06,0.12,3.20,2.68,-2.91
10256,3.01,2.19,-5.54,-2.62,6.32
10260,1.27,-10.10,2.67,-3.62,1.76
10264,-2.72,-1.47,-2.12,-2.09,-0.90
10268,1.36,2.78,-2.41,-12.09,0.92
10272,5.29,2.66,2.59,6.42,-8.17
10276,0.28,3.98,2.48,9.44,5.52
10280,-1.65,-1.11,-33.57,4.82,-9.89
10284,4.75,6.47,5.56,1.38,5.06
10288,-0.51,-6.06,3.98,6.68,2.61
10292,-2.12,1.51,2.99,2.55,9.65
10296,-10.24,9.35,0.58,-4.14,-1.00
10300,-1.14,6.58,-0.46,3.53,-14.13
10304,0.76,-31.71,5.17,-1.75,1.09
10308,-4.92,4.78,-5.96,-18.92,2.08
10312,-0.19,0.04,5.55,-2.74,-0.24
10316,0.26,-0.27,-0.67,2.87,3.50
10320,2.53,1.56,-0.09,3.17,6.25
10324,-0.46,7.60,2.88,8.19,2.74
10328,0.83,7.16,-2.13,4.99,-2.13
10332,-1.23,5.09,2.67,-8.33,2.01
10336,-6.03,-1.87,0.25,4.67,0.72
10340,1.18,0.91,5.03,3.07,-3.78
10344,1.81,-3.96,0.81,-27.04,1.14
10348,-5.23,4.58,-3.63,7.60,-2.02
10352,3.14,4.19,-5.03,0.88,2.20
10356,1.46,-2.86,0.23,1.26,-4.87
10360,3.03,4.22,-1.43,-4.31,2.62
10364,2.42,-31.73,-5.51,8.29,3.26
10368,-2.61,1.76,1.76,-6.64,0.03
10372,-9.63,1.57,-1.59,7.81,3.15
10376,3.48,5.63,3.62,-8.34,-0.04
10380,3.17,6.63,0.70,9.15,-2.01
10384,0.77,-0.18,-1.88,3.24,2.75
10388,5.77,2.24,1.48,-39.07,-3.10
10392,-5.22,-2.17,0.19,5.37,2.60
10396,1.47,5.66,0.75,-19.61,-0.34
10400,0.93,-7.49,5.63,2.65,5.69
10404,-2.45,1.95,-6.74,6.27,0.09
10408,3.16,0.79,0.84,5.45,0.45
10412,1.76,3.89,-5.57,-0.09,-0.30
10416,-4.74,-2.84,3.48,-1.44,-3.88
10420,-6.77,4.86,0.95,-6.22,0.73
10424,7.09,1.15,5.44,7.45,5.22
10428,-2.33,1.31,0.93,-0.85,6.95
10432,4.40,-6.19,0.38,1.58,-7.38
10436,7.93,9.74,-3.41,8.05,-9.02
10440,12.73,15.75,8.47,4.31,16.86
10444,11.98,19.36,17.69,-1.34,21.91
10448,20.05,23.10,28.13,3.84,35.04
10452,29.17,29.25,33.53,13.30,40.74
10456,33.98,33.95,38.48,8.61,48.65
10460,-26.31,-25.37,-17.86,11.56,12.48
10464,-155.34,-147.55,-145.40,-30.76,-134.24
10468,-56.05,-55.22,-94.97,-48.04,-138.19
10472,37.07,43.42,13.63,-9.24,-83.72
10476,31.02,33.94,29.35,14.93,61.14
10480,23.59,25.33,31.58,13.61,33.93
10484,17.79,3.09,20.64,9.05,35.07
10488,11.96,11.77,8.97,5.82,11.02
10492,5.40,-6.12,9.79,3.10,17.39
10496,5.22,4.91,10.31,-0.54,11.91
10500,2.09,-0.79,-15.44,4.91,4.51
10504,0.74,3.37,3.93,6.07,1.70
10508,-5.11,0.87,-3.40,3.93,5.91
10512,-3.69,2.93,-3.87,1.26,4.84
10516,0.06,1.23,5.22,-3.14,-11.62
10520,1.20,0.33,2.89,-4.92,4.98
10524,3.04,-0.81,-10.31,-11.77,2.04
10528,-0.37,-0.07,4.89,1.79,2.86
10532,-0.32,0.02,6.94,-2.81,-8.66
10536,3.16,0.37,5.57,1.95,-3.82
10540,-0.08,1.83,5.58,5.22,-5.20
10544,0.81,1.29,4.44,-0.34,0.68
10548,1.04,0.72,-15.62,10.56,-2.34
10552,-0.87,-7.38,-10.53,-7.96,3.31
10556,0.56,0.89,5.58,-8.46,-6.21
10560,-0.52,-0.75,-5.56,-2.89,4.58
10564,1.15,-0.23,3.08,3.51,-7.82
10568,-1.81,1.59,6.72,8.08,-6.12
10572,2.17,2.69,-0.37,8.07,-2.01
10576,1.38,3.86,-2.83,3.95,3.45
10580,-1.68,-1.68,4.03,0.98,7.49
10584,0.13,1.17,4.98,-15.00,5.42
10588,0.99,2.22,-2.67,-18.46,-5.48
10592,0.13,1.95,-11.01,-3.00,0.73
10596,-0.82,-4.86,4.49,6.85,0.39
10600,-0.17,2.22,-0.99,10.63,-2.11
10604,-0.23,-0.38,2.79,-12.50,3.99
10608,1.94,-5.02,-1.55,-6.20,-4.95
10612,0.32,3.39,-1.84,-4.88,3.01
10616,2.04,-1.32,1.02,8.41,7.20
10620,0.21,-1.50,0.35,10.15,-5.45
10624,1.16,2.93,-0.59,4.31,4.38
10628,-0.69,1.19,-0.05,-8.71,2.31
10632,-2.41,3.28,1.57,-0.19,5.19
10636,-0.82,1.47,-4.53,8.05,-3.33
10640,1.68,5.89,3.45,-1.38,-1.87
10644,1.58,-21.87,2.25,-11.85,-0.30
10648,0.23,-3.20,0.75,-3.78,5.10
10652,-6.49,2.97,-4.37,-1.37,-16.16
10656,2.47,1.88,5.17,4.10,-7.87
10660,1.51,-0.05,-1.98,-0.88,4.71
10664,3.87,-7.43,4.16,1.77,8.82
10668,2.59,7.55,-1.71,5.99,-2.57
10672,3.93,5.02,-10.22,10.10,-0.72
10676,-21.31,-3.92,-1.27,8.27,-1.21
10680,2.00,-11.77,4.94,4.12,-1.35
10684,6.21,4.46,-3.66,1.99,-4.39
10688,3.50,1.02,-3.97,3.43,-4.24
10692,1.67,6.77,3.13,9.31,5.55
10696,2.37,-4.76,2.34,-22.26,0.73
10700,-0.39,-0.30,0.74,0.05,2.63
10704,0.41,3.74,1.25,0.40,-1.44
10708,-0.35,6.26,1.94,-6.20,-1.22
10712,1.53,-18.81,-1.63,1.99,2.28
10716,-12.80,6.86,1.88,3.94,6.04
10720,0.45,-1.96,0.58,11.08,7.96
10724,0.42,4.38,0.52,-0.14,-10.99
10728,3.03,5.23,2.95,-2.85,3.03
10732,1.30,-2.93,-3.73,-13.59,2.03
10736,-0.32,4.08,0.45,-12.45,3.45
10740,2.71,4.11,3.25,3.71,4.92
10744,1.96,0.69,-2.06,17.66,-16.23
10748,-3.39,-3.44,-3.52,11.07,4.82
10752,2.40,-0.54,0.29,-7.14,-4.28
10756,-0.14,-1.28,1.35,-13.34,4.00
10760,-0.07,7.75,0.40,-6.77,-10.48
10764,-1.62,10.55,1.47,-3.28,2.27
10768,-2.03,8.84,3.10,5.94,6.26
10772,-2.42,-35.50,5.01,4.89,-5.41
10776,0.17,0.62,-0.48,3.63,5.89
10780,4.47,-8.43,-15.45,-0.04,-16.73
10784,3.87,4.74,1.23,-3.56,-1.37
10788,0.83,1.99,0.78,6.06,-14.82
10792,-12.81,2.23,3.84,-6.18,6.16
10796,1.64,-1.75,4.60,3.25,4.77
10800,4.80,2.16,2.07,-2.46,6.22
10804,2.82,0.38,0.01,-7.16,3.95
10808,-0.89,-0.73,-0.99,6.83,2.42
10812,3.07,-0.01,4.07,11.63,-1.86
10816,2.79,3.67,6.09,-1.13,1.80
10820,-9.45,1.80,9.11,-3.24,9.44
10824,3.95,2.80,7.07,-2.55,5.36
10828,4.75,10.38,-10.73,-4.23,7.55
10832,11.92,12.62,13.06,4.45,14.77
10836,16.68,17.87,16.32,7.31,18.00
10840,25.46,19.71,27.92,4.17,37.14
10844,31.04,20.32,37.25,15.58,41.68
10848,-1.27,-10.23,1.87,-16.86,2.65
10852,-135.16,-159.47,-117.39,-7.29,-111.79
10856,-51.09,-17.69,-77.25,-2.60,-115.23
10860,22.78,14.53,-8.21,5.39,-57.84
10864,29.64,24.30,33.59,-19.68,50.57
10868,22.84,16.53,26.67,14.29,40.35
10872,15.02,15.19,19.15,6.86,26.98
10876,2.07,9.75,14.39,0.81,17.02
10880,1.68,7.76,2.81,4.55,5.47
10884,4.35,-0.80,1.86,-17.70,10.05
10888,-1.37,-6.90,-4.62,1.76,8.32
10892,2.05,5.31,1.73,-10.22,9.67
10896,0.95,1.47,5.94,20.86,-6.45
10900,0.28,2.38,-13.96,10.32,1.42
10904,-6.38,-2.08,-0.34,-1.48,-0.55
10908,2.55,0.54,4.21,11.71,-7.66
10912,-0.40,1.65,4.48,2.95,-26.23
10916,2.67,3.70,3.24,-6.99,0.65
10920,-6.99,0.89,0.14,-9.85,9.72
10924,1.02,-2.58,-2.24,0.19,0.13
10928,1.65,1.51,-2.26,-10.37,7.47
10932,-0.15,2.89,3.93,-3.45,1.32
10936,2.77,0.43,3.71,-7.23,5.17
10940,-0.91,-0.08,-0.61,-0.31,-8.54
10944,1.46,-3.36,0.37,4.50,-1.40
10948,3.93,-1.36,-4.48,18.71,-2.23
10952,2.06,-1.59,0.16,-9.00,1.13
10956,-2.18,2.47,-1.16,0.65,-4.89
10960,-3.07,1.75,2.46,5.54,7.86
10964,3.36,4.88,2.61,-11.55,2.84
10968,2.39,4.20,1.98,-6.86,-4.02
10972,-0.44,2.46,-17.08,-8.08,-1.56
10976,1.15,-7.27,1.23,1.65,1.24
10980,2.42,4.87,-4.31,5.34,-2.50
10984,2.71,-0.31,0.89,13.86,1.19
10988,0.50,0.20,2.58,-3.17,-1.68
10992,2.93,-2.12,3.67,7.45,-0.11
10996,-0.42,-2.15,-1.82,9.44,9.49
11000,-4.23,-2.81,0.65,-51.50,3.97
11004,1.93,0.12,3.75,6.75,5.15
11008,1.68,5.45,2.17,13.82,-4.45
11012,4.29,4.11,2.09,7.70,3.72
11016,0.52,4.12,6.04,-3.25,-4.81
11020,-1.05,2.01,2.38,0.17,6.05
11024,-0.61,3.52,-4.61,8.22,1.66
11028,-4.02,2.04,1.25,5.04,6.59
11032,3.57,-4.86,-0.20,-12.25,9.19
11036,2.86,-1.85,1.74,12.81,-34.17
11040,2.80,8.79,-7.59,-1.99,-1.02
11044,0.31,6.09,3.57,-8.22,-6.18
11048,-3.22,7.46,0.91,-1.59,-3.07
11052,-0.08,-46.65,2.18,5.30,2.94
11056,1.75,-1.49,2.89,4.14,-4.42
11060,0.32,9.45,4.27,8.96,8.42
11064,2.42,-5.69,0.49,-4.13,9.63
11068,2.86,8.77,-5.99,-5.37,-1.13
11072,1.91,5.52,0.06,-4.01,3.20
11076,-3.01,3.25,-6.27,3.85,2.49
11080,-2.42,0.62,-3.47,2.40,-1.28
11084,1.07,-6.42,0.75,-4.56,10.61
11088,-2.35,2.91,-0.04,-10.69,-8.09
11092,-1.62,2.45,2.79,-11.52,4.56
11096,-1.26,-1.36,-1.71,5.45,-15.77
11100,2.97,4.93,-4.10,-20.74,-1.96
11104,-6.18,1.35,4.86,11.33,-12.24
11108,-2.26,1.97,1.80,5.59,2.92
11112,-0.33,-1.90,3.57,-7.85,1.58
11116,2.32,-4.31,-1.83,0.67,1.89
11120,-3.31,3.77,0.88,-0.00,0.80
11124,2.30,-2.32,2.17,-1.73,8.54
11128,4.78,2.19,-3.11,11.60,6.37
11132,0.34,-1.56,-1.97,8.39,0.50
11136,4.69,2.80,2.65,-21.09,-7.41
11140,-6.90,3.04,-2.18,25.89,3.88
11144,0.33,-4.86,0.25,0.86,-3.97
11148,2.22,-0.43,-1.89,-8.76,-0.18
11152,2.87,-3.20,-1.91,5.10,-18.34
11156,3.28,3.63,2.93,-14.30,11.70
11160,-0.48,3.45,3.32,-5.13,-9.70
11164,1.91,-2.06,0.19,-8.31,1.32
11168,-0.58,-3.58,4.12,-7.76,6.54
11172,2.25,-18.73,4.18,12.10,-1.24
11176,-3.23,-2.09,-1.04,6.39,1.27
11180,2.06,5.38,-2.65,12.96,11.21
11184,-4.18,0.43,2.14,-12.51,-2.62
11188,-4.40,1.98,2.61,-33.47,2.55
11192,1.92,-0.59,3.56,5.30,-9.42
11196,4.82,3.92,4.89,-8.08,1.60
11200,-9.12,3.15,-22.06,10.71,-2.38
11204,0.99,3.66,0.86,-5.19,1.54
11208,-8.85,1.74,-0.04,4.10,5.04
11212,-0.66,-1.42,3.13,-13.62,8.02
11216,1.98,5.24,4.34,1.63,-11.71
11220,8.01,-6.76,1.47,12.60,12.84
11224,-2.81,9.56,11.67,-2.99,9.57
11228,20.38,10.97,19.02,-2.62,29.30
11232,27.68,16.75,24.95,-0.76,30.99
11236,20.63,20.67,27.65,-11.79,29.15
11240,0.89,6.37,-21.89,4.07,-42.07
11244,-102.42,-72.18,-60.38,26.48,-82.05
11248,-68.48,-109.69,-97.96,36.67,-86.17
11252,17.14,24.94,-26.61,-18.57,10.77
11256,19.07,20.87,25.13,-6.48,10.43
11260,22.51,18.79,17.01,-10.74,27.42
11264,10.83,11.40,15.74,6.28,22.02
11268,14.03,8.16,15.69,-5.43,16.86
11272,-2.38,7.14,8.17,11.62,10.31
11276,3.50,3.89,-0.94,-1.48,-16.17
11280,3.77,-1.73,8.89,5.72,6.59
11284,-1.95,-0.83,-12.45,-10.43,3.23
11288,5.08,1.82,-2.91,4.80,5.74
11292,2.76,1.48,1.10,-8.11,6.07
11296,-0.39,3.26,3.26,-18.24,-5.67
11300,-2.80,-7.70,3.25,-12.43,-7.94
11304,-4.72,3.16,3.33,34.64,4.16
11308,-13.97,0.77,1.05,1.77,3.46
11312,1.28,1.26,2.11,2.00,7.32
11316,5.19,-0.97,-0.87,-25.45,-10.12
11320,2.78,6.38,6.57,9.88,-4.99
11324,1.18,-1.89,0.28,4.49,-7.49
11328,2.26,8.09,4.67,16.36,3.78
11332,3.79,-0.05,0.47,-2.31,2.17
11336,-21.46,8.51,-6.57,8.24,-11.93
11340,-2.40,-13.00,-0.61,-7.42,-19.12
11344,-1.74,-8.65,-0.14,-4.91,5.65
11348,8.91,-19.15,-0.29,-0.95,-1.62
11352,-2.28,3.13,-10.67,12.09,-0.57
11356,3.11,4.98,6.37,0.01,12.05
11360,5.07,4.79,11.37,7.29,-5.62
11364,2.42,4.48,-3.44,0.33,3.62
11368,3.04,5.19,-4.20,-6.74,8.79
11372,4.73,4.08,-24.87,-1.37,8.51
11376,5.75,-4.67,8.59,-12.66,-9.85
11380,-3.35,2.94,0.86,-2.38,-2.96
11384,7.04,-9.09,-8.15,-4.02,-5.36
11388,-0.50,7.86,3.39,8.28,1.89
11392,4.71,2.40,-3.76,-0.01,2.37
11396,-1.47,-6.36,0.92,-7.64,-16.32
11400,8.84,8.58,2.80,3.52,2.02
11404,-6.51,-44.98,-8.42,-5.13,6.04
11408,-2.74,-3.04,2.39,-5.15,-4.93
11412,-15.71,-8.28,-2.67,-1.00,3.54
11416,7.52,1.76,2.65,-0.52,-3.22
11420,1.53,3.12,1.84,31.71,-1.76
11424,5.14,2.61,2.88,0.50,-1.99
11428,3.12,5.72,4.12,-23.76,-5.17
11432,5.10,2.34,-2.39,12.84,4.86
11436,1.53,5.57,7.55,21.01,-2.15
11440,-0.48,5.55,-4.21,-9.84,-7.81
11444,0.85,-0.27,-1.35,0.67,3.94
11448,0.76,-30.78,-1.39,-0.36,9.29
11452,4.48,-14.20,2.97,-15.06,1.70
11456,0.26,0.83,5.43,1.98,-15.67
11460,0.64,-13.91,-3.06,12.20,6.23
11464,3.62,11.04,-11.35,8.15,-6.55
11468,-0.05,3.66,5.15,1.65,7.80
11472,2.01,-0.24,4.55,12.69,1.34
11476,-13.08,-13.21,0.73,0.19,2.31
11480,7.07,4.06,-9.19,-7.42,-2.98
11484,-7.42,-10.22,-1.33,-1.28,6.70
11488,3.88,5.65,-1.51,7.71,0.58
11492,1.13,-4.25,2.90,3.56,-6.53
11496,1.65,5.99,7.55,-2.65,0.90
11500,-3.28,-11.25,-4.78,4.56,1.37
11504,2.22,-3.92,6.14,4.18,-7.33
11508,1.45,2.16,10.29,-13.68,4.34
11512,3.69,4.44,0.56,-12.88,-3.58
11516,1.84,0.58,-11.49,20.91,8.21
11520,1.58,-4.18,6.28,35.48,3.55
11524,1.76,-0.21,-21.06,0.77,3.36
11528,2.68,0.20,0.04,1.56,0.69
11532,1.51,2.42,-0.36,-4.22,-13.01
11536,-3.18,-2.88,3.49,-12.18,-2.83
11540,-0.21,3.89,2.58,-2.67,-14.85
11544,-1.19,5.28,4.09,1.86,1.43
11548,-4.40,2.39,1.20,-10.97,9.09
11552,5.30,-4.95,3.14,-18.54,1.67
11556,0.73,2.26,1.51,1.58,4.22
11560,-3.06,2.46,2.52,-5.72,3.16
11564,-1.70,-0.97,-1.81,6.56,-3.78
11568,1.69,-0.45,-9.92,34.88,2.75
11572,0.33,-1.37,5.11,9.95,9.54
11576,0.34,-5.71,4.03,6.34,-24.25
11580,2.58,2.05,6.40,-7.07,-3.46
11584,2.79,2.03,3.86,-31.38,5.14
11588,-1.44,-2.70,2.46,-15.70,-2.01
11592,2.95,1.61,-0.48,0.63,2.86
11596,4.70,1.26,-5.98,12.83,6.52
